label,leftPaddle_y,rightPaddle_y,ball_x,ball_y,ball_dx,ball_dy,ball_x_prev,ball_y_prev,user
up,59.322,0,42.505088,80.77966828,520.708,136.1074063,17,74.12000938,joey
up,39.522,0,94.615888,94.43040891,521.508,136.9074063,68.550488,87.59503859,joey
up,19.722,0,146.806688,108.1611495,522.308,137.7074063,121.2232,101.4230906,joey
up,12,0,173.97752,115.3327507,522.724,138.1234063,146.806688,108.1611495,joey
stop,12,0,198.554384,121.8333868,523.1,138.4994063,173.97752,115.3327507,joey
down,12,0,330.6296,156.9892531,525.116,140.5154063,304.3838,149.9734828,joey
down,130.602,0,5,459.6531287,157.5,157.5,646.609288,242.5931855,joey
down,150.6,0,20.948304,455.1146,158.308,-158.308,13.042904,463,joey
down,160.5,0,28.873704,447.2092,158.708,-158.708,20.948304,455.1146,joey
down,180.102,0,44.625,431.497144,159.5,-159.5,36.500904,439.600432,joey
stop,180.102,0,44.625,431.497144,159.5,-159.5,36.500904,439.600432,joey
down,180.102,0,84.911504,391.311496,161.508,-161.508,76.685,399.517192,joey
stop,229.404,0,125.375,350.947224,163.5,-163.5,117.373104,358.929912,joey
up,229.404,0,150.319416,326.064456,164.716,-164.716,141.929304,334.43376,joey
stop,140.502,0,225.083304,251.48,168.308,-168.308,216.845816,259.69828,joey
up,140.502,0,259.074816,217.569312,169.916,-169.916,250.419504,226.203816,joey
stop,81.498,0,310.065,166.697672,172.3,-172.3,301.803816,174.940424,joey
up,81.498,0,344.511104,132.330888,173.892,-173.892,336.347016,140.477304,joey
stop,61.698,0,361.940304,114.941752,174.692,-174.692,353.564304,123.29932,joey
up,61.698,0,406.216704,70.767,176.708,-176.708,397.391304,79.5724,joey
stop,22.494,0,441.361704,35.700432,178.292,-178.292,432.457104,44.585032,joey
down,22.494,0,540.815,89.260496,182.7,182.7,532.236936,80.682432,joey
stop,61.896,0,577.330704,125.7762,184.292,184.292,568.677816,117.123312,joey
down,61.896,0,605.064504,153.51,185.492,185.492,595.799904,144.2454,joey
stop,211.188,0,500.45964,235.089732,-191.524,98.362,510.00584,230.181632,joey
down,211.188,0,462.074872,254.922132,-193.124,99.962,471.892984,249.834474,joey
stop,260.688,0,413.64408,280.162632,-195.124,101.962,423.37028,275.074532,joey
down,260.688,0,365.695008,305.383422,-197.084,103.922,374.539488,300.715032,joey
stop,310.188,0,316.27428,331.613922,-199.084,105.922,325.20876,326.855532,joey
down,310.188,0,285.384328,348.127932,-200.324,107.162,296.166832,342.352848,joey
stop,368.796,0,225.855128,380.198348,-202.692,109.53,235.959728,374.731848,joey
down,368.796,0,205.180544,391.412024,-203.508,110.346,215.52824,385.794782,joey
stop,408,0,154.563024,419.023848,-205.492,112.33,164.60332,413.529282,joey
down,408,0,112.97204,441.877724,-207.108,113.946,123.503336,436.076882,joey
stop,408,0,71.678416,463,-208.7,-115.538,81.668368,459.174774,joey
up,408,0,19.353448,433.965532,-210.7,-117.538,30.067936,439.928758,joey
stop,348.798,0,70.023,413.325004,213.092,-60.965,60.016512,416.163851,joey
up,348.798,0,124.191312,397.747375,215.116,-62.989,113.016096,400.990355,joey
stop,289.992,0,188.4336,378.804702,217.492,-65.365,177.786096,381.978775,joey
up,289.992,0,265.0458,355.577384,220.292,-68.165,254.920832,358.687582,joey
stop,260.292,0,298.1796,345.322634,221.492,-69.365,287.115,348.760884,joey
up,260.292,0,376.6404,320.552186,224.308,-72.181,364.9872,324.27315,joey
stop,210.99,0,432.741096,302.430353,226.3,-74.173,421.436096,306.109003,joey
up,210.99,0,523.6716,272.358082,229.492,-77.365,512.207,276.196332,joey
stop,181.29,0,558.1854,260.723444,230.692,-78.565,547.1214,264.466916,joey
up,181.29,0,604.4838,244.930444,232.292,-80.165,592.8792,248.908694,joey
stop,141.492,0,599.690016,232.785181,-233.9,-41.2865,611.587704,234.8595805,joey
up,141.492,0,563.872216,226.4372465,-235.124,-42.5105,575.598416,228.5327715,joey
stop,82.488,0,493.568528,213.5323815,-237.508,-44.8945,505.886496,215.8344475,joey
down,82.488,0,434.519152,202.2511535,-239.492,-46.8785,446.225448,204.519388,joey
stop,121.89,0,386.781256,192.843344,-241.084,-48.4705,397.845728,195.047595,joey
down,121.89,0,337.275088,182.8229435,-242.724,-50.1105,349.6228,185.347367,joey
stop,160.698,0,289.624432,172.9245335,-244.292,-51.6785,301.809032,175.4784585,joey
up,160.698,0,239.950856,162.351498,-245.916,-53.3025,251.971928,164.9345085,joey
stop,111.198,0,178.322208,148.876225,-247.916,-55.3025,191.428048,151.7735495,joey
up,111.198,0,104.456344,132.2165705,-250.292,-57.6785,115.944384,134.8443895,joey
stop,61.698,0,41.733344,117.6469455,-252.292,-59.6785,54.317944,120.6008705,joey
up,61.698,0,170.2952,74.1923475,257.892,-65.2785,157.4106,77.4262725,joey
stop,31.998,0,209.069,64.3705885,259.092,-66.4785,196.383096,67.599223,joey
down,31.998,0,446.82336,31.87211,266.332,73.7185,433.250832,28.1228705,joey
stop,60.906,0,485.793096,42.720275,267.5,74.8865,472.428096,38.98595,joey
down,60.906,0,579.6378,69.3428675,270.292,77.6785,566.403096,65.546225,joey
stop,80.904,0,606.978096,77.2292,271.1,78.4865,593.433096,73.314875,joey
down,80.904,0,569.083848,101.0542675,-273.492,80.8785,582.728448,97.0203425,joey
stop,150.204,0,473.011856,129.8517425,-276.292,83.6785,486.796456,125.6778175,joey
down,150.204,0,389.050584,155.573564,-278.716,86.1025,402.956384,151.278439,joey
stop,189.408,0,333.786672,172.778675,-280.3,87.6865,346.934264,168.6662455,joey
down,189.408,0,235.614104,203.8684675,-283.092,90.4785,249.174872,199.5347155,joey
stop,238.908,0,164.691152,226.7380925,-285.092,92.4785,178.915752,222.1241675,joey
down,238.908,0,17,279.101939,289.516,96.9025,21.057376,274.073825,joey
stop,307.614,0,117.943688,313.2087425,292.292,99.6785,104.50672,308.6319955,joey
down,307.614,0,221.91632,348.9961955,295.124,102.5105,206.8754,343.778564,joey
stop,356.322,0,294.758888,374.4558425,297.092,104.4785,280.210984,369.346,joey
down,356.322,0,415.1366,417.210314,300.316,107.7025,399.530984,411.6206,joey
stop,386.22,0,460.57552,433.5645955,301.524,108.9105,444.304888,427.6950925,joey
up,386.22,0,607.409912,429.2639755,-306.3,-113.6865,623,435.030775,joey
stop,356.718,0,561.741616,412.295091,-307.492,-114.8785,576.779912,417.8953255,joey
up,356.718,0,484.718664,383.425514,-309.492,-116.8785,500.163264,389.239439,joey
stop,307.02,0,406.88512,353.9379585,-311.5,-118.8865,422.43012,359.8522835,joey
up,307.02,0,344.505136,330.0806745,-313.1,-120.4865,360.130136,336.0749995,joey
stop,217.92,0,202.98036,275.2319735,-316.7,-124.0865,218.469848,281.2834,joey
up,217.92,0,108.048872,237.891922,-319.092,-126.4785,122.701712,243.684541,joey
stop,138.324,0,48.869288,192.9435507,322.308,-65.24325,32.441984,196.2397445,joey
up,138.324,0,505.954608,39.29738825,-339.092,-82.02725,522.879208,43.36875075,joey
stop,69.024,0,386.92244,21.14693125,-341.892,84.82725,403.646336,17,joey
down,69.024,0,249.68612,55.71783125,-345.092,88.02725,266.91072,51.32646875,joey
stop,99.714,0,196.165216,69.458155,-346.332,89.26725,215.177176,64.56055625,joey
up,99.714,0,127.513208,87.2898865,-347.916,90.85125,145.572392,82.5764375,joey
stop,60.708,0,58.89616,105.3428188,-349.492,92.42725,76.34076,100.7314563,joey
down,60.708,0,33.843968,124.1763393,351.108,94.04325,17,119.6714793,joey
stop,189.21,0,263.397864,186.8952125,356.3,99.23525,245.592864,181.94345,joey
down,189.21,0,280.866168,191.7673438,356.692,99.62725,263.397864,186.8952125,joey
stop,268.608,0,424.542864,232.361075,359.9,102.83525,406.557864,227.2293125,joey
down,268.608,0,587.307864,279.4469375,363.5,106.43525,569.86908,274.3472615,joey
stop,308.802,0,585.477104,295.6955139,-365.124,54.441625,604.067216,292.929395,joey
down,308.802,0,401.747168,323.974772,-369.132,58.449625,421.645304,320.8301563,joey
stop,357.51,0,310.795576,338.5954438,-371.1,60.417625,329.320576,335.5845625,joey
down,357.51,0,161.12872,363.529745,-374.316,63.633625,180.187624,360.2948341,joey
stop,386.616,0,106.07552,372.9703239,-375.492,64.809625,124.445816,369.8042563,joey
up,386.616,0,604.663984,416.675041,-390.692,-80.009625,623,420.4089854,joey
stop,327.018,0,486.824208,392.3506599,-393.1,-82.417625,506.449208,396.4415411,joey
up,327.018,0,348.889256,363.1545391,-395.9,-85.217625,368.654256,367.3854204,joey
stop,307.218,0,309.299256,354.6327766,-396.7,-86.017625,329.104256,358.9036579,joey
up,307.218,0,190.049416,328.5876491,-399.1,-88.417625,208.780608,332.7167695,joey
stop,257.718,0,90.124544,306.3333709,-401.1,-90.417625,110.149544,310.8242521,joey
up,257.718,0,548.509336,162.0032685,413.124,-102.441625,527.037704,167.297785,joey
stop,208.218,0,601.446,138.9476725,-415.124,-52.4288125,623,141.6415227,joey
up,208.218,0,561.594112,133.9145225,-415.892,-53.1968125,581.944008,136.4923543,joey
stop,129.018,0,394.75768,112.1561655,-419.092,-56.3968125,413.59252,114.6697221,joey
up,129.018,0,289.414504,97.84948156,-421.1,-58.4048125,309.179696,100.5679997,joey
stop,20.316,0,57.244688,64.7993235,-425.492,-62.7968125,78.064984,67.84755531,joey
down,20.316,0,338.134352,23.99089806,432.316,69.6208125,315.23284,20.312231,joey
stop,79.32,0,467.319736,45.09311619,434.7,72.0048125,445.594736,41.50287556,joey
down,79.32,0,491.82716,97.45648494,-440.3,77.6048125,513.373048,93.66345313,joey
stop,138.918,0,359.05528,121.1779375,-442.708,80.0128125,381.16068,117.1872969,joey
down,138.918,0,113.683456,166.563826,-447.124,84.4288125,136.901456,162.1843438,joey
stop,178.122,0,25.074536,183.4375469,-448.708,86.0128125,47.032416,179.2325231,joey
down,178.122,0,507.409984,324.2459172,-461.924,50.61840625,530.015448,321.7752193,joey
stop,286.824,0,252.827616,353.2410262,-466.316,55.01040625,276.113416,350.5005059,joey
down,286.824,0,182.850232,361.5825871,-467.516,56.21040625,205.729704,358.8378812,joey
stop,346.422,0,41.88632,378.8643234,-469.924,58.61840625,65.35252,375.9434031,joey
up,346.422,0,550.8014,449.0363187,-482.324,-71.01840625,574.8876,452.5572391,joey
stop,296.922,0,430.070448,431.1317652,-484.324,-73.01840625,454.256648,434.7526855,joey
down,296.922,0,333.610824,416.5219543,-485.916,-74.61040625,356.907144,420.0756058,joey
stop,336.72,0,235.861072,401.4446267,-487.524,-76.21840625,259.720936,405.1505166,joey
up,336.72,0,113.830232,382.2401851,-489.524,-78.21840625,137.788096,386.044075,joey
stop,316.92,0,64.877976,374.4184885,-490.324,-79.01840625,90.83144,378.572756,joey
up,316.92,0,337.9258,313.1205974,496.332,-85.02640625,313.1192,317.3419177,joey
up,198.912,0,623,261.2611313,-501.1,-44.89720313,610.61624,265.6322452,joey
up,178.716,0,571.887816,256.6816326,-501.916,-45.71320313,597.955,259.0262711,joey
stop,168.618,0,546.300504,254.3606632,-502.324,-46.12120313,571.887816,256.6816326,joey
up,168.618,0,93.364504,210.1823692,-509.492,-53.28920313,118.3008,212.7647282,joey
stop,128.622,0,43.5668,200.7531015,511.108,-27.66060156,17,202.1590047,joey
down,128.622,0,68.479304,282.8072727,160.692,160.692,59.973864,274.3018327,joey
down,237.324,0,157.904816,372.2327847,165.084,165.084,149.99,364.3179687,joey
down,257.124,0,174.453216,388.7811847,165.884,165.884,165.838064,380.1660327,joey
down,277.122,0,191.248304,405.5762727,166.692,166.692,182.591136,396.9191047,joey
down,287.022,0,199.592904,413.9208727,167.092,167.092,191.248304,405.5762727,joey
down,306.624,0,216.174216,430.5021847,167.884,167.884,207.455064,421.7830327,joey
down,326.028,0,232.665264,446.9932327,168.668,168.668,224.241864,438.5698327,joey
stop,336.324,0,241.446816,455.7747847,169.084,169.084,232.665264,446.9932327,joey
