,label,leftPaddle_y,ball_x,ball_y,ball_dx,ball_dy,ball_x_prev,ball_y_prev,user
296,down,12.0,39.438128000000006,51.6662,-209.892,116.75399999999999,49.902728,45.8385,ion
297,down,130.8,112.8014,96.61895,214.692,62.577,102.0768,93.5001,joey
298,stop,130.8,112.8014,96.61895,214.692,62.577,102.0768,93.5001,ion
299,stop,130.8,112.8014,96.61895,214.692,62.577,102.0768,93.5001,joey
300,down,130.8,254.261096,139.051781,219.9,67.785,243.0566,135.60515,joey
301,up,130.8,254.261096,139.051781,219.9,67.785,243.0566,135.60515,ion
302,stop,170.202,298.1796,152.6994,221.49200000000002,69.377,287.115,149.24055,joey
303,stop,170.202,298.1796,152.6994,221.49200000000002,69.377,287.115,149.24055,ion
304,down,170.202,387.641096,181.162781,224.7,72.585,376.416096,177.543531,joey
305,stop,190.002,410.151096,188.461281,225.5,73.385,398.661,184.72905,joey
306,down,190.002,576.532312,278.144031,-234.7,82.585,588.0038,274.10697000000005,joey
307,stop,190.002,576.532312,278.144031,-234.7,82.585,588.0038,274.10697000000005,ion
308,down,308.802,434.51252,329.135031,-239.5,87.385,446.45752000000005,324.775781,joey
309,up,308.802,434.51252,329.135031,-239.5,87.385,446.45752000000005,324.775781,ion
310,down,328.602,410.56252,337.913531,-240.3,88.185,422.54752,333.514281,joey
311,stop,328.602,410.56252,337.913531,-240.3,88.185,422.54752,333.514281,ion
312,down,338.50199999999995,398.55752,342.332781,-240.7,88.585,410.56252,337.913531,joey
313,stop,338.50199999999995,398.55752,342.332781,-240.7,88.585,410.56252,337.913531,ion
314,stop,347.61,387.493784,346.416155,-241.06799999999998,88.95299999999999,398.55752,342.332781,joey
315,up,347.61,387.493784,346.416155,-241.06799999999998,88.95299999999999,398.55752,342.332781,ion
316,down,347.61,290.343472,382.729512,-244.27599999999998,92.161,302.770336,378.03970499999997,joey
317,stop,377.70599999999996,253.18272000000002,396.8304,-245.49200000000002,93.37700000000001,265.6716,392.078577,joey
318,stop,377.70599999999996,253.18272000000002,396.8304,-245.49200000000002,93.37700000000001,265.6716,392.078577,ion
319,down,377.70599999999996,42.216656,448.026717,-252.28400000000002,-100.169,55.302976,453.20305700000006,joey
320,up,377.70599999999996,42.216656,448.026717,-252.28400000000002,-100.169,55.302976,453.20305700000006,ion
321,stop,407.406,17.0,432.97143099999994,253.484,-152.0535,17.49284,438.210171,joey
322,stop,407.406,17.0,432.97143099999994,253.484,-152.0535,17.49284,438.210171,ion
323,up,407.406,366.4934,220.95010200000002,264.284,-162.8535,353.02532,229.2244185,joey
324,stop,407.406,366.4934,220.95010200000002,264.284,-162.8535,353.02532,229.2244185,ion
325,up,289.002,525.9656480000001,122.372077,269.068,-167.6375,513.328288,130.22453149999998,joey
326,up,268.806,553.4522,105.273052,269.884,-168.4535,539.69852,113.8329685,joey
327,stop,268.806,553.4522,105.273052,269.884,-168.4535,539.69852,113.8329685,ion
328,up,258.906,566.9564,96.860377,270.284,-168.8535,553.4522,105.273052,joey
329,stop,130.404,513.6098559999999,81.6170625,-275.476,259.46825,527.353656,68.65365,joey
330,up,130.404,513.6098559999999,81.6170625,-275.476,259.46825,527.353656,68.65365,ion
331,down,130.404,458.71095199999996,133.40964830000001,-277.068,261.06025,472.258472,120.6273,joey
332,stop,130.404,458.71095199999996,133.40964830000001,-277.068,261.06025,472.258472,120.6273,ion
333,down,239.502,305.053528,278.46825,-281.476,265.46825,319.097328,265.2048375,joey
334,down,260.094,275.780168,306.12021200000004,-282.308,266.30025,291.270808,291.4857983,joey
335,up,260.094,275.780168,306.12021200000004,-282.308,266.30025,291.270808,291.4857983,ion
336,down,279.10200000000003,248.6786,331.7219,-283.07599999999996,267.06825,262.2386,318.91184,joey
337,stop,279.10200000000003,248.6786,331.7219,-283.07599999999996,267.06825,262.2386,318.91184,ion
338,down,298.902,220.37125600000002,358.468725,-283.876,267.86825,233.40416000000002,346.1552495,joey
339,up,298.902,220.37125600000002,358.468725,-283.876,267.86825,233.40416000000002,346.1552495,ion
340,down,308.802,206.187456,371.8721375,-284.276,268.26825,220.37125600000002,358.468725,joey
341,up,308.802,206.187456,371.8721375,-284.276,268.26825,220.37125600000002,358.468725,ion
342,down,328.99800000000005,177.19132,399.277115,-285.092,269.08425,191.983656,385.29555,joey
343,down,348.6,148.967248,425.9556597,-285.884,269.87625,163.51612,412.202375,joey
344,down,358.69800000000004,134.397568,439.7297525,-286.29200000000003,270.28425,148.967248,425.9556597,joey
345,stop,358.69800000000004,134.397568,439.7297525,-286.29200000000003,270.28425,148.967248,425.9556597,ion
346,stop,368.004,120.95068,452.44194819999996,-286.668,270.66025,134.397568,439.7297525,joey
347,down,368.004,120.95068,452.44194819999996,-286.668,270.66025,134.397568,439.7297525,ion
348,up,368.004,105.19604,463.0,-287.108,-271.10025,120.95068,452.44194819999996,joey
349,stop,279.498,626.977904,267.2396466,-157.908,157.908,635.0,259.1967426,joey
350,stop,279.498,626.977904,267.2396466,-157.908,157.908,635.0,259.1967426,ion
351,down,279.498,523.232912,371.2436466,-163.092,163.092,531.195608,363.26174260000005,joey
352,up,279.498,523.232912,371.2436466,-163.092,163.092,531.195608,363.26174260000005,ion
353,stop,299.694,506.597528,387.9206466,-163.908,163.908,514.925624,379.57174260000005,joey
354,down,299.694,506.597528,387.9206466,-163.908,163.908,514.925624,379.57174260000005,ion
355,up,299.694,465.636024,428.9817426,-165.9,165.9,473.901024,420.6967426,joey
356,down,299.694,465.636024,428.9817426,-165.9,165.9,473.901024,420.6967426,ion
357,stop,220.49400000000003,398.796408,438.28647199999995,-169.1,-169.1,407.221408,446.71147199999996,joey
358,up,220.49400000000003,356.20144799999997,395.691512,-171.108,-171.108,364.896744,404.38680800000003,joey
359,stop,220.49400000000003,356.20144799999997,395.691512,-171.108,-171.108,364.896744,404.38680800000003,ion
360,up,101.1,251.812416,291.30248,-175.93200000000002,-175.93200000000002,261.45237599999996,300.94244,joey
361,up,101.1,251.812416,291.30248,-175.93200000000002,-175.93200000000002,261.45237599999996,300.94244,ion
362,up,91.992,243.72800800000002,283.218072,-176.3,-176.3,251.812416,291.30248,joey
363,up,91.992,243.72800800000002,283.218072,-176.3,-176.3,251.812416,291.30248,ion
364,up,72.192,226.09800800000002,265.588072,-177.1,-177.1,234.923008,274.413072,joey
365,stop,72.192,226.09800800000002,265.588072,-177.1,-177.1,234.923008,274.413072,ion
366,up,52.391999999999996,208.388152,247.878216,-177.9,-177.9,216.72294399999998,256.213008,joey
367,stop,52.391999999999996,208.388152,247.878216,-177.9,-177.9,216.72294399999998,256.213008,ion
368,up,42.096000000000004,199.148168,238.638232,-178.31599999999997,-178.31599999999997,208.388152,247.878216,joey
369,up,42.096000000000004,199.148168,238.638232,-178.31599999999997,-178.31599999999997,208.388152,247.878216,ion
370,stop,32.592,190.59821599999998,230.08827999999997,-178.7,-178.7,199.148168,238.638232,joey
371,stop,32.592,190.59821599999998,230.08827999999997,-178.7,-178.7,199.148168,238.638232,ion
372,down,32.592,111.36200000000001,74.422136,190.72400000000002,190.72400000000002,101.455168,64.515304,joey
373,down,151.194,227.04088,190.101016,195.516,195.516,217.860464,180.9206,joey
374,up,151.194,227.04088,190.101016,195.516,195.516,217.860464,180.9206,ion
375,down,160.89600000000002,236.63076800000002,199.69090400000002,195.908,195.908,227.04088,190.101016,joey
376,down,180.498,256.064864,219.125,196.7,196.7,246.239864,209.3,joey
377,up,180.498,256.064864,219.125,196.7,196.7,246.239864,209.3,ion
378,down,200.49599999999998,275.972368,239.03250400000002,197.50799999999998,197.50799999999998,266.30408,229.36421600000003,joey
379,stop,200.49599999999998,275.972368,239.03250400000002,197.50799999999998,197.50799999999998,266.30408,229.36421600000003,ion
380,down,210.99,286.451528,249.51166400000002,197.93200000000002,197.93200000000002,275.972368,239.03250400000002,joey
381,up,210.99,286.451528,249.51166400000002,197.93200000000002,197.93200000000002,275.972368,239.03250400000002,ion
382,down,230.79,306.284728,269.34486400000003,198.732,198.732,295.564864,258.625,joey
383,up,230.79,306.284728,269.34486400000003,198.732,198.732,295.564864,258.625,ion
384,down,250.78799999999998,326.397464,289.4576,199.54,199.54,315.434864,278.495,joey
385,down,259.89599999999996,335.584768,298.644904,199.908,199.908,326.397464,289.4576,joey
386,up,259.89599999999996,335.584768,298.644904,199.908,199.908,326.397464,289.4576,ion
387,down,279.498,355.414864,318.475,200.7,200.7,345.389864,308.45,joey
388,down,279.498,355.414864,318.475,200.7,200.7,345.389864,308.45,ion
389,stop,299.298,375.52486400000004,338.585,201.5,201.5,365.45986400000004,328.52,joey
390,up,299.298,505.25664000000006,288.948794,-215.532,-109.978,516.646128,294.74392,joey
391,up,190.794,386.16254399999997,227.69829,-219.916,-114.36200000000001,397.12834399999997,233.38638999999998,joey
392,stop,190.794,386.16254399999997,227.69829,-219.916,-114.36200000000001,397.12834399999997,233.38638999999998,ion
393,up,171.192,364.390896,216.376488,-220.708,-115.154,375.615792,222.21812999999997,joey
394,up,150.996,341.878744,204.630844,-221.524,-115.97,353.585808,210.743546,joey
395,down,150.996,341.878744,204.630844,-221.524,-115.97,353.585808,210.743546,ion
396,up,141.69,331.475952,199.18909,-221.9,-116.346,341.878744,204.630844,joey
397,up,141.69,331.475952,199.18909,-221.9,-116.346,341.878744,204.630844,ion
398,up,121.296,308.620352,187.205552,-222.72400000000002,-117.17,320.612456,193.49774,joey
399,stop,121.296,308.620352,187.205552,-222.72400000000002,-117.17,320.612456,193.49774,ion
400,up,102.09,287.01616,175.840098,-223.5,-117.946,297.494152,181.357052,joey
401,up,102.09,287.01616,175.840098,-223.5,-117.946,297.494152,181.357052,ion
402,stop,91.794,275.404976,169.717722,-223.916,-118.36200000000001,287.01616,175.840098,joey
403,up,91.794,275.404976,169.717722,-223.916,-118.36200000000001,287.01616,175.840098,ion
404,up,91.794,185.811496,122.13473400000001,-227.1,-121.546,197.136496,128.18203400000002,joey
405,stop,91.794,185.811496,122.13473400000001,-227.1,-121.546,197.136496,128.18203400000002,ion
406,stop,12.0,70.77135200000001,60.188252,-231.12400000000002,-125.57,82.987216,66.809754,joey
407,down,12.0,75.527,35.82962,235.108,129.554,63.7816,29.36192,joey
408,stop,12.0,75.527,35.82962,235.108,129.554,63.7816,29.36192,ion
409,down,120.9,206.0464,108.29432,239.50799999999998,133.954,194.081,101.60661999999999,joey
410,stop,130.602,217.791896,114.86766999999999,239.9,134.346,206.0464,108.29432,joey
411,up,130.602,217.791896,114.86766999999999,239.9,134.346,206.0464,108.29432,ion
412,down,130.602,278.016896,148.70417,241.9,136.346,265.931896,141.89687,joey
413,down,239.502,412.27189599999997,224.90447000000003,246.3,140.746,400.2128,218.01752000000002,joey
414,stop,249.204,424.3502,231.81062799999998,246.692,141.138,412.27189599999997,224.90447000000003,joey
415,stop,249.204,424.3502,231.81062799999998,246.692,141.138,412.27189599999997,224.90447000000003,ion
416,down,249.204,574.056896,318.07937000000004,251.5,145.946,561.743,310.93762000000004,joey
417,up,249.204,574.056896,318.07937000000004,251.5,145.946,561.743,310.93762000000004,ion
418,stop,328.404,573.05704,362.562125,-254.7,75.361,585.254992,358.954013,joey
419,down,328.404,495.89447199999995,385.685963,-257.116,77.777,508.97617599999995,381.72974,joey
420,stop,328.404,495.89447199999995,385.685963,-257.116,77.777,508.97617599999995,381.72974,ion
421,stop,407.80199999999996,392.308848,417.517744,-260.324,80.985,406.072312,413.236775,joey
422,up,407.80199999999996,142.572648,428.375712,-267.9,-88.561,155.4042,432.598992,joey
423,stop,377.70599999999996,101.821064,414.88365600000003,-269.116,-89.777,115.782648,419.519612,joey
424,down,377.70599999999996,101.821064,414.88365600000003,-269.116,-89.777,115.782648,419.519612,ion
425,up,377.70599999999996,21.387872,387.893486,-271.5,-92.161,34.932871999999996,392.471536,joey
426,stop,308.60400000000004,98.655704,369.2194265,274.29200000000003,-48.6725,85.225,371.575567,joey
427,up,308.60400000000004,477.45035199999995,230.25959,-293.5,-67.8805,492.09535199999993,233.623615,joey
428,stop,308.60400000000004,477.45035199999995,230.25959,-293.5,-67.8805,492.09535199999993,233.623615,ion
429,up,189.804,300.150736,188.331674,-298.3,-72.6805,313.847144,191.649585,joey
430,up,169.80599999999998,270.02244,180.9909475,-299.108,-73.4885,284.94784,184.63537250000002,joey
431,down,169.80599999999998,270.02244,180.9909475,-299.108,-73.4885,284.94784,184.63537250000002,ion
432,up,159.312,254.180952,177.107293,-299.532,-73.9125,270.02244,180.9909475,joey
433,up,140.502,225.725448,170.0856415,-300.29200000000003,-74.6725,240.410944,173.71578200000002,joey
434,down,140.502,225.725448,170.0856415,-300.29200000000003,-74.6725,240.410944,173.71578200000002,ion
435,up,119.712,194.194824,162.24506499999998,-301.132,-75.5125,210.42096,166.287748,joey
436,stop,119.712,194.194824,162.24506499999998,-301.132,-75.5125,210.42096,166.287748,joey
437,up,119.712,194.194824,162.24506499999998,-301.132,-75.5125,210.42096,166.287748,ion
438,up,119.712,149.598104,151.040031,-302.316,-76.6965,164.081624,154.693815,joey
439,up,119.712,149.598104,151.040031,-302.316,-76.6965,164.081624,154.693815,ion
440,stop,80.508,89.661136,135.775724,-303.9,-78.2805,104.523424,139.58265649999998,joey
441,up,80.508,89.661136,135.775724,-303.9,-78.2805,104.523424,139.58265649999998,ion
442,down,80.508,186.15348799999998,70.8281995,310.308,-84.6885,170.338184,75.116101,joey
443,stop,130.404,264.60512,49.3345695,312.324,-86.7045,248.06318399999998,53.8962,joey
444,down,130.404,526.630776,115.784525,-323.9,98.2805,542.473064,110.9783845,joey
445,up,130.404,526.630776,115.784525,-323.9,98.2805,542.473064,110.9783845,ion
446,stop,190.2,428.569792,145.830052,-326.316,100.6965,445.180696,140.7049345,joey
447,down,190.2,363.88088799999997,165.924775,-327.9,102.2805,379.59244,161.024527,joey
448,stop,249.99599999999998,264.611936,197.178302,-330.316,104.6965,281.75592,191.7449,joey
449,up,249.99599999999998,264.611936,197.178302,-330.316,104.6965,281.75592,191.7449,ion
450,down,249.99599999999998,183.09,419.72324689999994,166.3,166.3,174.950904,411.58415089999994,joey
451,down,359.094,275.935704,420.50512000000003,170.708,-170.708,267.24,429.180016,joey
452,stop,368.994,284.481104,411.97972000000004,171.108,-171.108,275.935704,420.50512000000003,joey
453,down,368.994,284.481104,411.97972000000004,171.108,-171.108,275.935704,420.50512000000003,ion
454,up,368.994,301.631904,394.86893599999996,171.908,-171.908,292.875,403.605032,joey
455,stop,12.0,5.0,392.8800955,157.5,157.5,651.500016,45.779296,joey
456,down,12.0,37.296464,425.1765595,159.132,159.132,28.715,416.5950955,joey
457,down,120.9,126.02906399999999,414.420448,163.532,-163.532,117.86246399999999,422.56704800000006,joey
458,up,120.9,126.02906399999999,414.420448,163.532,-163.532,117.86246399999999,422.56704800000006,ion
459,down,140.502,142.257936,398.230976,164.324,-164.324,133.56,406.90644,joey
460,up,140.502,142.257936,398.230976,164.324,-164.324,133.56,406.90644,ion
461,stop,289.2,267.921264,272.868584,170.332,-170.332,259.5846,281.18604,joey
462,down,289.2,267.921264,272.868584,170.332,-170.332,259.5846,281.18604,ion
463,down,289.2,509.639864,166.12898,-191.11599999999999,97.96600000000001,518.785784,161.43582800000001,joey
464,stop,289.2,509.639864,166.12898,-191.11599999999999,97.96600000000001,518.785784,161.43582800000001,ion
465,stop,348.6,452.06507999999997,195.87878,-193.516,100.366,461.71088,190.87048000000001,joey
466,down,348.6,452.06507999999997,195.87878,-193.516,100.366,461.71088,190.87048000000001,ion
467,down,348.6,143.126256,361.05608,-205.916,112.766,152.7778,355.76491400000003,joey
468,stop,348.6,143.126256,361.05608,-205.916,112.766,152.7778,355.76491400000003,ion
469,stop,388.00199999999995,102.069952,383.654918,-207.50799999999998,114.35799999999999,112.621648,377.83306400000004,joey
470,up,388.00199999999995,102.069952,383.654918,-207.50799999999998,114.35799999999999,112.621648,377.83306400000004,ion
471,up,388.00199999999995,353.392784,301.183294,223.5,-130.35,342.227784,307.670794,joey
472,up,269.202,488.93278399999997,221.77355,228.3,-135.15,477.527784,228.50105,joey
473,up,259.10400000000004,500.586488,214.891304,228.708,-135.558,488.93278399999997,221.77355,joey
474,stop,259.10400000000004,500.586488,214.891304,228.708,-135.558,488.93278399999997,221.77355,ion
475,up,239.304,523.497288,201.33552,229.50799999999998,-136.358,511.802784,208.258566,joey
476,stop,239.304,523.497288,201.33552,229.50799999999998,-136.358,511.802784,208.258566,ion
477,up,218.71200000000002,547.4093839999999,187.154432,230.34,-137.19,534.752784,194.66358200000002,joey
478,stop,218.71200000000002,547.4093839999999,187.154432,230.34,-137.19,534.752784,194.66358200000002,ion
479,up,209.40599999999998,558.2442,180.715338,230.71599999999998,-137.566,547.4093839999999,187.154432,joey
480,stop,209.40599999999998,558.2442,180.715338,230.71599999999998,-137.566,547.4093839999999,187.154432,ion
481,up,189.408,581.58732,166.821208,231.524,-138.374,569.558888,173.984208,joey
482,down,189.408,581.58732,166.821208,231.524,-138.374,569.558888,173.984208,ion
483,up,170.202,604.082784,153.398934,232.3,-139.15,592.709688,160.188472,joey
484,up,160.10399999999998,615.940488,146.31268799999998,232.708,-139.558,604.082784,153.398934,joey
485,down,160.10399999999998,615.940488,146.31268799999998,232.708,-139.558,604.082784,153.398934,ion
486,up,140.304,639.251288,132.35690400000001,233.50799999999998,-140.358,627.3527839999999,139.48395,joey
487,down,140.304,639.251288,132.35690400000001,233.50799999999998,-140.358,627.3527839999999,139.48395,ion
488,up,120.50399999999999,12.727103999999999,240.91695750000002,157.892,157.892,5.0,233.18985350000003,joey
489,up,120.50399999999999,12.727103999999999,240.91695750000002,157.892,157.892,5.0,233.18985350000003,ion
490,up,110.406,20.79,248.97985350000002,158.3,158.3,12.727103999999999,240.91695750000002,joey
491,down,110.406,20.79,248.97985350000002,158.3,158.3,12.727103999999999,240.91695750000002,ion
492,up,90.804,36.500904,264.6907575,159.092,159.092,28.397615999999996,256.5874695,joey
493,up,71.202,52.290216,280.48006949999996,159.884,159.884,44.465503999999996,272.65535750000004,joey
494,down,71.202,52.290216,280.48006949999996,159.884,159.884,44.465503999999996,272.65535750000004,ion
495,stop,71.202,52.290216,280.48006949999996,159.884,159.884,44.465503999999996,272.65535750000004,joey
496,down,71.202,52.290216,280.48006949999996,159.884,159.884,44.465503999999996,272.65535750000004,ion
497,down,71.202,93.158816,321.34866949999997,161.916,161.916,84.588504,312.7783575,joey
498,stop,71.202,93.158816,321.34866949999997,161.916,161.916,84.588504,312.7783575,ion
499,down,179.112,182.591136,410.7809895,166.27599999999998,166.27599999999998,174.950904,403.1407575,joey
500,down,179.112,182.591136,410.7809895,166.27599999999998,166.27599999999998,174.950904,403.1407575,ion
501,down,199.50599999999997,199.76,427.9498535,167.1,167.1,191.415,419.6048535,joey
502,stop,199.50599999999997,199.76,427.9498535,167.1,167.1,191.415,419.6048535,ion
503,down,219.30599999999998,216.51,444.6998535,167.9,167.9,207.957504,436.1473575,joey
504,down,219.30599999999998,216.51,444.6998535,167.9,167.9,207.957504,436.1473575,ion
505,down,239.106,233.34,461.5298535,168.7,168.7,225.251616,453.44146950000004,joey
506,stop,239.106,233.34,461.5298535,168.7,168.7,225.251616,453.44146950000004,ion
507,down,249.204,241.954104,463.0,169.108,-169.108,233.34,461.5298535,joey
508,stop,249.204,241.954104,463.0,169.108,-169.108,233.34,461.5298535,ion
509,down,269.004,258.904904,446.08934400000004,169.908,-169.908,249.91101600000002,455.06075999999996,joey
510,down,288.80400000000003,275.935704,429.09855999999996,170.708,-170.708,267.24,437.77345599999995,joey
511,stop,298.506,284.31,420.743472,171.1,-171.1,275.935704,429.09855999999996,joey
512,down,298.506,284.31,420.743472,171.1,-171.1,275.935704,429.09855999999996,ion
513,up,298.506,301.288104,403.80460800000003,171.892,-171.892,293.046504,412.02777599999996,joey
514,up,179.90400000000002,405.686616,299.645736,176.68400000000003,-176.68400000000003,397.391304,307.92337599999996,joey
515,down,179.90400000000002,405.686616,299.645736,176.68400000000003,-176.68400000000003,397.391304,307.92337599999996,ion
516,up,169.21200000000002,415.239216,290.116464,177.11599999999999,-177.11599999999999,405.686616,299.645736,joey
517,stop,60.906000000000006,513.318504,192.255152,181.49200000000002,-181.49200000000002,504.616104,200.93912,joey
518,down,60.906000000000006,513.318504,192.255152,181.49200000000002,-181.49200000000002,504.616104,200.93912,ion
519,up,60.906000000000006,549.5938160000001,156.059144,183.084,-183.084,540.815,164.819528,joey
520,down,60.906000000000006,549.5938160000001,156.059144,183.084,-183.084,540.815,164.819528,ion
521,stop,12.0,605.064504,100.709552,185.49200000000002,-185.49200000000002,596.170104,109.58551999999999,joey
522,up,12.0,605.064504,100.709552,185.49200000000002,-185.49200000000002,596.170104,109.58551999999999,ion
523,down,12.0,585.661744,44.822112,-187.892,-187.892,594.652912,53.813280000000006,joey
524,stop,81.696,519.1700639999999,54.9816,-190.708,190.708,529.24388,44.885312,joey
525,down,81.696,519.1700639999999,54.9816,-190.708,190.708,529.24388,44.885312,ion
526,down,81.696,500.290168,73.900896,-191.5,191.5,510.40595999999994,63.762631999999996,joey
527,stop,81.696,500.290168,73.900896,-191.5,191.5,510.40595999999994,63.762631999999996,ion
528,down,200.892,383.80008,190.63351200000002,-196.31599999999997,196.31599999999997,394.366152,180.044112,joey
529,stop,200.892,383.80008,190.63351200000002,-196.31599999999997,196.31599999999997,394.366152,180.044112,ion
530,down,210.19799999999998,374.582064,199.8692,-196.692,196.692,383.80008,190.63351200000002,joey
531,down,229.998,354.912864,219.5784,-197.49200000000002,197.49200000000002,364.757464,209.7138,joey
532,down,229.998,354.912864,219.5784,-197.49200000000002,197.49200000000002,364.757464,209.7138,ion
533,down,249.6,335.361256,239.16931200000002,-198.28400000000002,198.28400000000002,344.654096,229.8588,joey
534,up,249.6,335.361256,239.16931200000002,-198.28400000000002,198.28400000000002,344.654096,229.8588,ion
535,down,260.094,324.86343999999997,249.6896,-198.708,198.708,335.361256,239.16931200000002,joey
536,down,279.894,304.992704,269.6004,-199.50799999999998,199.50799999999998,315.334672,259.2368,joey
537,stop,279.894,304.992704,269.6004,-199.50799999999998,199.50799999999998,315.334672,259.2368,ion
538,down,299.298,285.44106400000004,289.1906,-200.292,200.292,294.629104,279.985632,joey
539,up,299.298,285.44106400000004,289.1906,-200.292,200.292,294.629104,279.985632,ion
540,down,309.198,275.436464,299.2152,-200.692,200.692,285.44106400000004,289.1906,joey
541,stop,309.198,275.436464,299.2152,-200.692,200.692,285.44106400000004,289.1906,ion
542,down,328.99800000000005,255.36728,319.3244,-201.49200000000002,201.49200000000002,265.61216,309.058712,joey
543,down,348.798,235.218144,339.5136,-202.292,202.292,244.90051200000002,329.8128,joey
544,stop,359.292,224.507904,350.246312,-202.71599999999998,202.71599999999998,235.218144,339.5136,joey
545,up,359.292,101.47223199999999,452.6538,-207.524,-207.524,111.818432,463.0,joey
546,down,359.292,101.47223199999999,452.6538,-207.524,-207.524,111.818432,463.0,ion
547,stop,320.48400000000004,60.720904000000004,411.90247200000005,-209.092,-209.092,70.313744,421.495312,joey
548,down,320.48400000000004,454.534712,106.96971200000002,227.084,227.084,443.190512,95.625512,joey
549,stop,408.0,557.7632,210.1982,230.692,230.692,546.468896,198.903896,joey
550,up,408.0,60.615,462.0890086,160.3,160.3,52.61,454.0840086,joey
551,up,289.2,158.235,373.78536,165.1,-165.1,149.660616,382.338112,joey
552,down,289.2,158.235,373.78536,165.1,-165.1,149.660616,382.338112,ion
553,up,279.3,166.5,365.54036,165.5,-165.5,158.235,373.78536,joey
554,up,279.3,166.5,365.54036,165.5,-165.5,158.235,373.78536,ion
555,up,259.5,183.09,348.99037599999997,166.3,-166.3,174.619104,357.440464,joey
556,stop,259.5,183.09,348.99037599999997,166.3,-166.3,174.619104,357.440464,ion
557,up,239.7,199.76,332.360392,167.1,-167.1,191.248304,340.85128,joey
558,up,229.998,207.957504,324.182096,167.49200000000002,-167.49200000000002,199.76,332.360392,joey
559,up,210.0,224.915,307.26544,168.3,-168.3,216.677904,315.483328,joey
560,down,210.0,224.915,307.26544,168.3,-168.3,216.677904,315.483328,ion
561,up,190.398,241.615904,290.603744,169.092,-169.092,233.171304,299.028344,joey
562,up,180.498,250.080504,282.15914399999997,169.49200000000002,-169.49200000000002,241.615904,290.603744,joey
563,down,180.498,250.080504,282.15914399999997,169.49200000000002,-169.49200000000002,241.615904,290.603744,ion
564,up,160.69799999999998,267.069704,265.20996,170.292,-170.292,258.395216,273.86364,joey
565,down,160.69799999999998,267.069704,265.20996,170.292,-170.292,258.395216,273.86364,ion
566,up,140.304,284.652216,247.669888,171.11599999999999,-171.11599999999999,275.765,256.535472,joey
567,down,140.304,284.652216,247.669888,171.11599999999999,-171.11599999999999,275.765,256.535472,ion
568,up,121.098,301.288104,231.07164,171.892,-171.892,293.046504,239.29480800000002,joey
569,down,121.098,301.288104,231.07164,171.892,-171.892,293.046504,239.29480800000002,ion
570,up,111.396,309.720416,222.658536,172.28400000000002,-172.28400000000002,301.288104,231.07164,joey
571,stop,111.396,309.720416,222.658536,172.28400000000002,-172.28400000000002,301.288104,231.07164,ion
572,up,91.596,326.98881600000004,205.4302,173.084,-173.084,318.69,213.71058399999998,joey
573,up,71.796,344.337216,188.121864,173.88400000000001,-173.88400000000001,336.0,196.440648,joey
574,down,71.796,344.337216,188.121864,173.88400000000001,-173.88400000000001,336.0,196.440648,ion
575,up,61.698,353.215704,179.264184,174.292,-174.292,344.337216,188.121864,joey
576,stop,61.698,353.215704,179.264184,174.292,-174.292,344.337216,188.121864,ion
577,up,41.7,370.86,161.660728,175.1,-175.1,361.765616,170.73348000000001,joey
578,up,21.9,388.41,144.150744,175.9,-175.9,379.449504,153.090432,joey
579,stop,21.9,388.41,144.150744,175.9,-175.9,379.449504,153.090432,ion
580,up,12.198,397.038704,135.541248,176.292,-176.292,388.41,144.150744,joey
581,up,12.0,414.530816,118.088376,177.084,-177.084,406.04,126.56076000000002,joey
582,down,12.0,414.530816,118.088376,177.084,-177.084,406.04,126.56076000000002,ion
583,down,12.0,423.572504,109.06749599999999,177.49200000000002,-177.49200000000002,414.530816,118.088376,joey
584,stop,12.0,432.457104,100.202896,177.892,-177.892,423.572504,109.06749599999999,joey
585,stop,12.0,432.457104,100.202896,177.892,-177.892,423.572504,109.06749599999999,ion
586,down,111.0,522.403104,17.0,181.892,181.892,513.5,19.341016,joey
587,down,130.602,540.449616,35.046512,182.68400000000003,182.68400000000003,531.325416,25.922311999999998,joey
588,down,130.602,540.449616,35.046512,182.68400000000003,182.68400000000003,531.325416,25.922311999999998,ion
589,down,150.40200000000002,558.758016,53.354912,183.484,183.484,549.96,44.556896,joey
590,up,150.40200000000002,558.758016,53.354912,183.484,183.484,549.96,44.556896,ion
591,down,160.69799999999998,568.31,62.906895999999996,183.9,183.9,558.758016,53.354912,joey
592,down,160.69799999999998,568.31,62.906895999999996,183.9,183.9,558.758016,53.354912,ion
593,down,180.696,586.924704,81.5216,184.708,184.708,577.330704,71.9276,joey
594,up,180.696,586.924704,81.5216,184.708,184.708,577.330704,71.9276,ion
595,down,200.1,605.064504,99.6614,185.49200000000002,185.49200000000002,595.985,90.581896,joey
596,up,200.1,605.064504,99.6614,185.49200000000002,185.49200000000002,595.985,90.581896,ion
597,down,209.80200000000002,614.163216,108.760112,185.88400000000001,185.88400000000001,605.064504,99.6614,joey
598,stop,209.80200000000002,614.163216,108.760112,185.88400000000001,185.88400000000001,605.064504,99.6614,ion
599,down,229.8,632.978304,127.5752,186.692,186.692,623.653704,118.2506,joey
600,down,229.8,632.978304,127.5752,186.692,186.692,623.653704,118.2506,ion
601,down,249.40200000000002,5.0,426.90088719999994,157.5,157.5,651.500016,146.096912,joey
602,stop,249.40200000000002,5.0,426.90088719999994,157.5,157.5,651.500016,146.096912,ion
