label,leftPaddle_y,ball_x,ball_y,ball_dx,ball_dy,ball_x_prev,ball_y_prev
stop,299.29799999999983,375.52486399999947,338.5849999999995,201.49999999999972,201.49999999999972,365.45986399999947,328.5199999999995
up,299.29799999999983,505.25664000000023,288.9487940000003,-215.53199999999956,-109.97799999999981,516.6461280000002,294.7439200000003
up,190.7939999999998,386.1625440000005,227.69829000000047,-219.9159999999995,-114.36199999999981,397.1283440000005,233.38639000000046
up,171.19199999999984,364.3908960000005,216.37648800000048,-220.7079999999995,-115.15399999999981,375.6157920000005,222.21813000000049
up,150.99599999999984,341.87874400000055,204.6308440000005,-221.5239999999995,-115.96999999999981,353.58580800000055,210.7435460000005
up,141.68999999999983,331.4759520000006,199.1890900000005,-221.8999999999995,-116.34599999999982,341.87874400000055,204.6308440000005
up,121.29599999999982,308.62035200000065,187.20555200000052,-222.72399999999948,-117.16999999999982,320.61245600000063,193.4977400000005
up,102.08999999999982,287.01616000000064,175.84009800000052,-223.4999999999995,-117.94599999999983,297.49415200000067,181.35705200000052
stop,91.79399999999981,275.40497600000066,169.71772200000055,-223.91599999999949,-118.36199999999982,287.01616000000064,175.84009800000052
up,91.79399999999981,185.81149600000086,122.13473400000062,-227.09999999999945,-121.54599999999984,197.13649600000085,128.1820340000006
stop,12,70.77135200000114,60.18825200000069,-231.12399999999948,-125.56999999999985,82.98721600000111,66.80975400000068
down,12,75.52699999999987,35.82961999999998,235.10799999999946,129.55399999999986,63.78159999999989,29.361919999999984
down,120.9,206.04639999999958,108.29431999999989,239.50799999999944,133.95399999999984,194.08099999999962,101.6066199999999
stop,130.602,217.79189599999955,114.86766999999988,239.89999999999944,134.34599999999983,206.04639999999958,108.29431999999989
down,130.602,278.01689599999935,148.7041699999998,241.89999999999944,136.34599999999983,265.93189599999937,141.89686999999984
down,239.502,412.27189599999906,224.90446999999966,246.2999999999994,140.74599999999978,400.21279999999905,218.01751999999968
stop,249.204,424.35019999999906,231.81062799999964,246.69199999999938,141.13799999999978,412.27189599999906,224.90446999999966
down,249.204,574.0568959999985,318.07936999999947,251.49999999999932,145.9459999999997,561.7429999999986,310.93761999999947
stop,328.40400000000005,573.0570400000003,362.56212499999924,-254.69999999999925,75.36099999999983,585.2549920000001,358.9540129999993
down,328.40400000000005,495.8944720000005,385.68596299999916,-257.11599999999925,77.77699999999983,508.97617600000046,381.7297399999992
stop,407.802,392.30884800000086,417.517743999999,-260.32399999999916,80.98499999999984,406.0723120000008,413.23677499999906
up,407.802,142.57264800000164,428.37571199999996,-267.8999999999991,-88.56099999999988,155.4042000000016,432.59899199999995
stop,377.7060000000001,101.82106400000177,414.883656,-269.1159999999991,-89.77699999999989,115.78264800000171,419.519612
up,377.7060000000001,21.387872000002055,387.893486,-271.49999999999903,-92.1609999999999,34.93287200000201,392.471536
stop,308.6040000000001,98.6557039999997,369.21942650000005,274.29199999999895,-48.67249999999996,85.22499999999975,371.57556700000004
up,308.6040000000001,477.4503520000005,230.25958999999997,-293.4999999999985,-67.8805,492.09535200000045,233.62361499999997
up,189.80400000000017,300.15073600000136,188.33167399999996,-298.2999999999985,-72.6805,313.84714400000126,191.64958499999997
up,169.80600000000018,270.0224400000015,180.99094749999995,-299.10799999999847,-73.4885,284.9478400000014,184.63537249999996
up,159.31200000000018,254.18095200000158,177.10729299999994,-299.53199999999845,-73.91250000000001,270.0224400000015,180.99094749999995
up,140.50200000000018,225.72544800000173,170.08564149999992,-300.29199999999844,-74.6725,240.41094400000165,173.71578199999993
up,119.71200000000016,194.1948240000019,162.2450649999999,-301.13199999999847,-75.5125,210.4209600000018,166.2877479999999
stop,119.71200000000016,194.1948240000019,162.2450649999999,-301.13199999999847,-75.5125,210.4209600000018,166.2877479999999
up,119.71200000000016,149.5981040000021,151.04003099999989,-302.31599999999844,-76.69650000000001,164.08162400000202,154.6938149999999
stop,80.50800000000015,89.66113600000243,135.77572399999985,-303.8999999999984,-78.28050000000002,104.52342400000235,139.58265649999987
down,80.50800000000015,186.1534879999991,70.8281994999998,310.30799999999834,-84.68850000000003,170.3381839999992,75.1161009999998
stop,130.40400000000017,264.60511999999864,49.33456949999977,312.3239999999983,-86.70450000000004,248.06318399999876,53.89619999999978
down,130.40400000000017,526.6307760000005,115.78452500000007,-323.8999999999981,98.2805000000001,542.4730640000005,110.97838450000008
stop,190.20000000000016,428.56979200000114,145.83005200000008,-326.3159999999981,100.69650000000011,445.18069600000103,140.7049345000001
down,190.20000000000016,363.88088800000145,165.92477500000012,-327.89999999999816,102.28050000000012,379.5924400000014,161.02452700000012
stop,249.99600000000015,264.611936000002,197.17830200000014,-330.31599999999816,104.69650000000011,281.75592000000194,191.74490000000014
down,249.99600000000015,183.0899999999999,419.7232468533375,166.2999999999999,166.2999999999999,174.9509039999999,411.5841508533375
down,359.0940000000001,275.9357039999998,420.50512000000003,170.70799999999986,-170.70799999999986,267.23999999999984,429.180016
stop,368.9940000000001,284.4811039999998,411.97972000000004,171.10799999999986,-171.10799999999986,275.9357039999998,420.50512000000003
up,368.9940000000001,301.6319039999998,394.8689360000001,171.90799999999984,-171.90799999999984,292.87499999999983,403.60503200000005
stop,12,5,392.8800955151741,157.5,157.5,651.5000159999994,45.77929600000042
down,12,37.29646400000001,425.1765595151741,159.132,159.132,28.715,416.59509551517414
down,120.9,126.02906399999999,414.42044799999996,163.53199999999995,-163.53199999999995,117.86246399999999,422.56704799999994
down,140.502,142.257936,398.230976,164.32399999999996,-164.32399999999996,133.56,406.90644
stop,289.20000000000005,267.9212639999999,272.86858399999994,170.33199999999997,-170.33199999999997,259.58459999999985,281.18603999999993
down,289.20000000000005,509.63986400000016,166.12897999999984,-191.11599999999981,97.96599999999992,518.7857840000001,161.43582799999984
stop,348.59999999999997,452.0650800000002,195.87877999999975,-193.51599999999982,100.36599999999994,461.7108800000002,190.87047999999976
down,348.59999999999997,143.12625600000018,361.05607999999955,-205.91599999999983,112.76600000000002,152.77780000000018,355.7649139999996
stop,388.00199999999995,102.06995200000023,383.65491799999955,-207.5079999999998,114.35800000000003,112.62164800000022,377.8330639999996
up,388.00199999999995,353.39278399999955,301.1832939999998,223.49999999999974,-130.35000000000008,342.2277839999996,307.67079399999983
up,269.202,488.9327839999994,221.7735499999999,228.2999999999997,-135.15000000000003,477.52778399999943,228.5010499999999
up,259.104,500.5864879999994,214.89130399999988,228.70799999999969,-135.55800000000002,488.9327839999994,221.7735499999999
up,239.30399999999997,523.4972879999993,201.33551999999986,229.50799999999967,-136.358,511.8027839999994,208.25856599999986
up,218.712,547.4093839999994,187.15443199999984,230.33999999999966,-137.19,534.7527839999993,194.66358199999985
up,209.40599999999998,558.2441999999993,180.71533799999983,230.71599999999967,-137.566,547.4093839999994,187.15443199999984
up,189.408,581.5873199999992,166.82120799999984,231.52399999999966,-138.374,569.5588879999992,173.98420799999982
up,170.202,604.0827839999992,153.39893399999985,232.29999999999964,-139.14999999999998,592.7096879999992,160.18847199999985
up,160.10399999999998,615.9404879999992,146.31268799999984,232.70799999999963,-139.55799999999996,604.0827839999992,153.39893399999985
up,140.30399999999997,639.2512879999991,132.35690399999982,233.5079999999996,-140.35799999999995,627.3527839999991,139.48394999999982
up,120.50399999999996,12.727104,240.91695753899793,157.892,157.892,5,233.18985353899794
up,110.40599999999996,20.79,248.97985353899793,158.29999999999998,158.29999999999998,12.727104,240.91695753899793
up,90.80399999999996,36.500904,264.6907575389979,159.09199999999996,159.09199999999996,28.397615999999996,256.58746953899794
up,71.20199999999996,52.290215999999994,280.4800695389979,159.88399999999996,159.88399999999996,44.465503999999996,272.65535753899786
stop,71.20199999999996,52.290215999999994,280.4800695389979,159.88399999999996,159.88399999999996,44.465503999999996,272.65535753899786
down,71.20199999999996,93.15881599999997,321.3486695389979,161.91599999999994,161.91599999999994,84.58850399999999,312.7783575389979
down,179.11200000000002,182.5911359999999,410.78098953899786,166.27599999999993,166.27599999999993,174.9509039999999,403.14075753899783
down,199.50600000000003,199.75999999999988,427.94985353899784,167.09999999999994,167.09999999999994,191.41499999999988,419.6048535389979
down,219.30600000000004,216.50999999999985,444.6998535389979,167.89999999999992,167.89999999999992,207.95750399999986,436.1473575389979
down,239.10600000000002,233.33999999999983,461.5298535389978,168.6999999999999,168.6999999999999,225.25161599999984,453.44146953899786
down,249.204,241.95410399999983,463,169.1079999999999,-169.1079999999999,233.33999999999983,461.5298535389978
down,269.004,258.9049039999998,446.089344,169.9079999999999,-169.9079999999999,249.91101599999982,455.06075999999996
down,288.80400000000003,275.9357039999998,429.09856,170.70799999999988,-170.70799999999988,267.23999999999984,437.773456
stop,298.50600000000003,284.30999999999983,420.74347200000005,171.09999999999988,-171.09999999999988,275.9357039999998,429.09856
up,298.50600000000003,301.28810399999975,403.8046080000001,171.89199999999985,-171.89199999999985,293.0465039999998,412.0277760000001
up,179.90400000000002,405.6866159999997,299.64573600000006,176.6839999999998,-176.6839999999998,397.3913039999997,307.9233760000001
up,169.21200000000002,415.23921599999966,290.11646400000006,177.1159999999998,-177.1159999999998,405.6866159999997,299.64573600000006
stop,60.90600000000001,513.3185039999996,192.25515200000027,181.49199999999973,-181.49199999999973,504.6161039999996,200.93912000000026
up,60.90600000000001,549.5938159999996,156.05914400000034,183.0839999999997,-183.0839999999997,540.8149999999996,164.81952800000033
stop,12,605.0645039999996,100.70955200000041,185.49199999999965,-185.49199999999965,596.1701039999996,109.5855200000004
down,12,585.6617440000002,44.8221120000005,-187.8919999999996,-187.8919999999996,594.6529120000001,53.81328000000048
stop,81.696,519.1700640000005,54.98159999999991,-190.70799999999957,190.70799999999957,529.2438800000004,44.885311999999935
down,81.696,500.2901680000005,73.90089599999986,-191.49999999999957,191.49999999999957,510.4059600000005,63.76263199999988
down,200.89200000000002,383.80008000000066,190.6335119999996,-196.31599999999958,196.31599999999958,394.3661520000006,180.04411199999961
down,210.19800000000004,374.5820640000006,199.86919999999958,-196.69199999999958,196.69199999999958,383.80008000000066,190.6335119999996
down,229.99800000000005,354.91286400000064,219.5783999999995,-197.4919999999996,197.4919999999996,364.75746400000065,209.71379999999954
down,249.60000000000005,335.36125600000065,239.16931199999948,-198.2839999999996,198.2839999999996,344.65409600000066,229.8587999999995
down,260.09400000000005,324.86344000000065,249.68959999999944,-198.7079999999996,198.7079999999996,335.36125600000065,239.16931199999948
down,279.89400000000006,304.99270400000063,269.60039999999935,-199.50799999999958,199.50799999999958,315.33467200000064,259.2367999999994
down,299.29800000000006,285.4410640000006,289.19059999999934,-200.29199999999958,200.29199999999958,294.6291040000006,279.9856319999993
down,309.19800000000004,275.4364640000006,299.2151999999993,-200.69199999999958,200.69199999999958,285.4410640000006,289.19059999999934
down,328.99800000000005,255.36728000000065,319.32439999999923,-201.49199999999956,201.49199999999956,265.61216000000064,309.0587119999993
down,348.79800000000006,235.2181440000007,339.51359999999914,-202.29199999999955,202.29199999999955,244.90051200000067,329.8127999999992
stop,359.29200000000003,224.50790400000074,350.24631199999914,-202.71599999999955,202.71599999999955,235.2181440000007,339.51359999999914
up,359.29200000000003,101.47223200000099,452.6538,-207.52399999999955,-207.52399999999955,111.81843200000095,463
stop,320.484,60.720904000001056,411.90247200000005,-209.09199999999953,-209.09199999999953,70.31374400000104,421.495312
down,320.484,454.5347119999989,106.96971199999977,227.08399999999943,227.08399999999943,443.19051199999893,95.6255119999998
stop,408,557.7631999999984,210.19819999999945,230.6919999999994,230.6919999999994,546.4688959999985,198.9038959999995
up,408,60.614999999999995,462.08900855323293,160.29999999999995,160.29999999999995,52.61,454.08400855323293
up,289.2,158.23499999999996,373.78536,165.09999999999988,-165.09999999999988,149.66061599999995,382.338112
up,279.3,166.49999999999994,365.54036,165.4999999999999,-165.4999999999999,158.23499999999996,373.78536
up,259.5,183.08999999999992,348.9903760000001,166.29999999999987,-166.29999999999987,174.61910399999994,357.4404640000001
up,239.7,199.75999999999988,332.3603920000001,167.09999999999985,-167.09999999999985,191.2483039999999,340.8512800000001
up,229.998,207.95750399999986,324.1820960000001,167.49199999999985,-167.49199999999985,199.75999999999988,332.3603920000001
up,210,224.91499999999985,307.2654400000001,168.29999999999984,-168.29999999999984,216.67790399999987,315.4833280000001
up,190.398,241.61590399999983,290.6037440000002,169.09199999999984,-169.09199999999984,233.17130399999985,299.0283440000002
up,180.498,250.08050399999982,282.1591440000002,169.49199999999985,-169.49199999999985,241.61590399999983,290.6037440000002
up,160.69799999999998,267.06970399999983,265.2099600000002,170.29199999999983,-170.29199999999983,258.39521599999983,273.8636400000002
up,140.30399999999997,284.6522159999998,247.6698880000002,171.11599999999981,-171.11599999999981,275.7649999999998,256.5354720000002
up,121.09799999999997,301.28810399999975,231.07164000000023,171.8919999999998,-171.8919999999998,293.0465039999998,239.29480800000022
up,111.39599999999997,309.7204159999998,222.65853600000023,172.2839999999998,-172.2839999999998,301.28810399999975,231.07164000000023
up,91.59599999999996,326.9888159999997,205.43020000000027,173.08399999999978,-173.08399999999978,318.6899999999997,213.71058400000024
up,71.79599999999995,344.3372159999996,188.12186400000033,173.88399999999976,-173.88399999999976,335.99999999999966,196.4406480000003
up,61.69799999999995,353.2157039999996,179.26418400000034,174.29199999999975,-174.29199999999975,344.3372159999996,188.12186400000033
up,41.69999999999995,370.85999999999956,161.66072800000038,175.09999999999974,-175.09999999999974,361.7656159999996,170.73348000000036
up,21.899999999999956,388.40999999999957,144.1507440000004,175.89999999999972,-175.89999999999972,379.4495039999996,153.0904320000004
up,12.197999999999956,397.0387039999996,135.54124800000042,176.29199999999972,-176.29199999999972,388.40999999999957,144.1507440000004
up,12,414.53081599999956,118.08837600000044,177.0839999999997,-177.0839999999997,406.03999999999957,126.56076000000043
down,12,423.5725039999995,109.06749600000045,177.49199999999968,-177.49199999999968,414.53081599999956,118.08837600000044
stop,12,432.4571039999995,100.20289600000046,177.89199999999968,-177.89199999999968,423.5725039999995,109.06749600000045
down,111,522.4031039999993,17,181.8919999999996,181.8919999999996,513.4999999999993,19.34101600000063
down,130.602,540.4496159999992,35.04651199999996,182.6839999999996,182.6839999999996,531.3254159999992,25.92231199999998
down,150.402,558.7580159999992,53.35491199999991,183.48399999999958,183.48399999999958,549.9599999999991,44.55689599999993
down,160.69799999999998,568.3099999999991,62.90689599999989,183.89999999999958,183.89999999999958,558.7580159999992,53.35491199999991
down,180.69599999999997,586.924703999999,81.52159999999985,184.70799999999957,184.70799999999957,577.3307039999991,71.92759999999987
down,200.09999999999997,605.0645039999989,99.6613999999998,185.49199999999956,185.49199999999956,595.984999999999,90.58189599999983
down,209.80199999999996,614.1632159999989,108.76011199999978,185.88399999999956,185.88399999999956,605.0645039999989,99.6613999999998
down,229.79999999999998,632.9783039999987,127.57519999999973,186.69199999999955,186.69199999999955,623.6537039999988,118.25059999999975
down,249.402,5,426.90088722307166,157.5,157.5,651.5000159999987,146.09691199999966
down,259.5,13.042903999999998,434.9437912230717,157.908,157.908,5,426.90088722307166
down,279.696,29.191135999999997,451.0920232230717,158.724,158.724,20.789999999999996,442.6908872230717
down,298.90200000000004,44.625,463,159.49999999999997,-159.49999999999997,36.819103999999996,458.71999122307164
down,309.00000000000006,52.769904,454.875904,159.90799999999996,-159.90799999999996,44.625,463
stop,328.60200000000003,68.64,439.04501600000003,160.69999999999996,-160.69999999999996,60.615,447.050016
up,328.60200000000003,134.051736,373.795992,163.92399999999995,-163.92399999999995,125.375,382.450256
up,219.90000000000003,225.25161599999996,282.8159919999999,168.31599999999992,-168.31599999999992,216.67790399999996,291.3688959999999
up,200.10000000000002,242.12321599999993,265.9844079999999,169.1159999999999,-169.1159999999999,233.50870399999994,274.5781119999999
up,179.70600000000002,259.5845999999999,248.5656559999999,169.93999999999988,-169.93999999999988,250.24999999999994,257.8760559999999
up,170.79600000000002,267.2399999999999,240.92645599999992,170.2999999999999,-170.2999999999999,259.5845999999999,248.5656559999999
up,150.204,284.9944639999999,223.21531999999993,171.1319999999999,-171.1319999999999,275.7649999999999,232.42145599999992
up,130.404,302.14766399999985,206.10226399999993,171.9319999999999,-171.9319999999999,293.04650399999986,215.18095199999993
up,121.098,310.2373039999998,198.03029599999994,172.3079999999999,-172.3079999999999,302.14766399999985,206.10226399999993
up,101.1,327.6812159999998,180.62722399999993,173.1159999999999,-173.1159999999999,318.6899999999998,189.59680799999992
up,81.29999999999998,345.03281599999974,163.31568799999997,173.91599999999988,-173.91599999999988,335.9999999999998,172.32687199999995
stop,71.20199999999998,353.9129359999997,154.45637599999998,174.32399999999987,-174.32399999999987,345.03281599999974,163.31568799999997
down,71.20199999999998,596.1701039999992,117.78010399999987,185.10799999999972,185.10799999999972,586.7399999999992,108.34999999999988
down,190.79399999999998,52.769904000000004,279.1845703761634,159.908,159.908,44.30601600000001,270.7206823761634
down,199.902,60.134136,286.5488023761634,160.27599999999998,160.27599999999998,52.769904000000004,279.1845703761634
down,220.296,76.685,303.0996663761634,161.1,161.1,68.157936,294.5726023761634
down,239.898,92.67310400000001,319.08777037616335,161.892,161.892,84.588504,311.0031703761634
down,249.798,100.77770400000001,327.19237037616335,162.292,162.292,92.67310400000001,319.08777037616335
down,269.796,117.21000000000001,343.6246663761633,163.1,163.1,108.41426400000002,334.8289303761633
down,289.596,133.56,359.97466637616327,163.9,163.9,124.88453600000001,351.2992023761633
down,299.1,141.436416,367.8510823761633,164.284,164.284,133.56,359.97466637616327
down,318.702,157.739736,384.15440237616326,165.076,165.076,149.495936,375.9106023761633
down,339.096,174.785,401.19966637616324,165.89999999999998,165.89999999999998,166.334504,392.74917037616325
down,348.798,182.923704,409.33837037616325,166.29199999999997,166.29199999999997,174.785,401.19966637616324
down,368.202,199.25873599999997,425.6734023761632,167.07599999999996,167.07599999999996,190.91493599999998,417.3296023761632
down,388.596,216.50999999999993,442.92466637616326,167.89999999999995,167.89999999999995,208.29250399999995,434.7071703761632
down,397.704,224.24186399999994,450.65653037616323,168.26799999999994,168.26799999999994,216.50999999999993,442.92466637616326
stop,407.604,232.66526399999992,459.07993037616325,168.66799999999995,168.66799999999995,224.24186399999994,450.65653037616323
up,407.604,275.59430399999985,428.765128,170.69199999999992,-170.69199999999992,267.0697039999999,437.269728
up,299.09999999999997,370.33473599999974,334.24343200000015,175.07599999999985,-175.07599999999985,361.5909359999998,342.96723200000014
up,278.508,388.5859039999997,316.0356720000002,175.90799999999984,-175.90799999999984,378.9230639999997,325.6743120000002
up,259.302,405.6866159999996,298.9726320000002,176.68399999999986,-176.68399999999986,396.86241599999966,307.7768320000002
up,249.60000000000002,414.3537359999996,290.32472000000024,177.07599999999985,-177.07599999999985,405.6866159999996,298.9726320000002
up,229.8,432.1013359999996,272.6171200000002,177.87599999999986,-177.87599999999986,423.2175359999996,281.48092000000025
up,209.80200000000002,450.1076159999996,254.65164800000022,178.68399999999986,-178.68399999999986,441.0051359999996,263.7333200000002
up,200.10000000000002,458.87273599999963,245.90573600000022,179.07599999999985,-179.07599999999985,450.1076159999996,254.65164800000022
up,180.3,476.82033599999966,227.99815200000023,179.87599999999983,-179.87599999999983,467.65706399999965,237.14061600000022
up,159.906,495.3899999999996,209.47096000000025,180.69999999999985,-180.69999999999985,485.8241359999996,219.01435200000023
up,150.40200000000002,504.0728159999996,200.80657600000026,181.08399999999983,-181.08399999999983,495.3899999999996,209.47096000000025
up,130.8,522.0393359999996,182.87926400000026,181.87599999999983,-181.87599999999983,512.9555359999996,191.94306400000028
up,111,540.2669359999995,164.69166400000026,182.67599999999985,-182.67599999999985,531.1431359999996,173.79546400000027
up,101.1,549.4107359999995,155.56786400000027,183.07599999999985,-183.07599999999985,540.2669359999995,164.69166400000026
up,80.904,568.1261039999995,136.89417600000027,183.89199999999985,-183.89199999999985,558.3910639999995,146.60674400000028
up,60.90599999999999,586.7399999999996,118.3211840000003,184.69999999999985,-184.69999999999985,576.9621359999995,128.0765760000003
up,50.80799999999999,596.1701039999996,108.9118880000003,185.10799999999983,-185.10799999999983,586.7399999999996,118.3211840000003
up,31.40399999999999,614.3491039999996,90.77144800000033,185.89199999999983,-185.89199999999983,604.6935359999995,100.40538400000031
up,12,633.1649999999995,71.99636000000035,186.69999999999982,-186.69999999999982,623.6537039999995,81.48684800000035
up,12,641.9487359999995,63.230296000000365,187.07599999999982,-187.07599999999982,633.1649999999995,71.99636000000035
stop,12,651.1250639999995,54.07317600000038,187.46799999999982,-187.46799999999982,641.9487359999995,63.230296000000365
